simulated_personas_10000-2
PersonaID,Area,UrbanRural,Gender,AgeGroup,TopFlavor1,TopFlavor2,TopFlavor3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7059,A1,Rural,Male,41,Cinnamon Flame,Cinnamon,Strawberry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7060,A2,Urban,Female,41,Tropical Ice,Creamy Latte,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7061,A2,Urban,Female,41,Tangy Lime,Coco,Purple Grape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7062,A4,Rural,Male,26-40,Citrus Burst,Coco,Zesty Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7063,A3,Rural,Female,41,Crispy Peppermint,Purple Grape,Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7064,A2,Rural,Female,18-25,Cinnamon,Berry Ice,Tropical Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7065,A1,Rural,Male,18-25,Tropical Punch,Mango Flame,Ruby Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7066,A1,Urban,Female,18-25,Ruby Berry,Creamy Latte,Strawberry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7067,A1,Rural,Female,41,Tropical Mango,Mango Flame,Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7068,A1,Rural,Male,26-40,Bright Spearmint,Tangy Lime,Strawberry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7069,A1,Rural,Male,26-40,Coco,Cinnamon,Minty Watermelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7070,A1,Rural,Male,26-40,Minty Lemon,Tropical Ice,Strawberry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7071,A4,Rural,Male,41,Strawberry Ice,Melon Fresh,Tangy Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7072,A1,Rural,Female,26-40,Citrus Burst,Strawberry Ice,Zesty Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7073,A2,Urban,Male,26-40,Creamy Latte,Minty Lemon,Mango Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7074,A4,Rural,Male,18-25,Crispy Peppermint,Ruby Berry,Cinnamon Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7075,A3,Urban,Female,41,Berry Ice,Strawberry Ice,Zesty Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7076,A4,Rural,Female,26-40,Mango Flame,Minty Lemon,Tropical Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7077,A2,Rural,Male,26-40,Bright Spearmint,Mango Flame,Tropical Mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7078,A4,Rural,Male,26-40,Black Cherry,Tropical Mango,Mango Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7079,A2,Urban,Female,18-25,Cinnamon,Mango Flame,Zesty Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7080,A3,Urban,Male,41,Peppermint Storm,Tropical Ice,Mango Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7081,A3,Rural,Male,18-25,Mango Flame,Tropical Ice,Tropical Mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7082,A2,Rural,Female,18-25,Purple Grape,Tropical Mango,Tangy Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7083,A1,Urban,Female,18-25,Strawberry Ice,Black Cherry,Tropical Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7084,A1,Rural,Male,26-40,Tropical Mango,Cinnamon,Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7085,A1,Urban,Male,18-25,Zesty Lime,Citrus Burst,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7086,A1,Rural,Male,41,Crispy Peppermint,Cinnamon,Melon Fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7087,A2,Rural,Female,41,Zesty Lime,Melon Fresh,Berry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7088,A3,Urban,Male,41,Coffee,Tropical Punch,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7089,A2,Rural,Male,26-40,Minty Watermelon,Peppermint,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7090,A3,Rural,Male,18-25,Icy Berries,Crispy Peppermint,Zesty Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7091,A2,Urban,Male,18-25,Icy Berries,Strawberry Ice,Arctic Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7092,A4,Urban,Male,18-25,Citrus Burst,Cinnamon Flame,Crispy Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7093,A3,Urban,Male,26-40,Strawberry Ice,Crispy Peppermint,Coco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7094,A2,Urban,Female,41,Minty Watermelon,Tropical Mango,Cinnamon Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7095,A3,Urban,Male,18-25,Creamy Latte,Wintergreen,Zesty Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7096,A1,Urban,Male,26-40,Fresh Classic,Mango Flame,Smart Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7097,A4,Urban,Male,26-40,Strawberry Ice,Tangy Lime,Bright Spearmint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7098,A1,Rural,Male,18-25,Coco,Tropical Ice,Melon Fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7099,A3,Rural,Male,26-40,Purple Grape,Coffee,Arctic Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7100,A3,Urban,Male,26-40,Wintergreen,Citrus Burst,Smart Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7101,A1,Urban,Male,26-40,Smart Mint,Mango Flame,Tropical Mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7102,A4,Rural,Female,41,Citrus Burst,Icy Berries,Coco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7103,A4,Rural,Male,26-40,Coffee,Wintergreen,Melon Fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7104,A1,Rural,Male,26-40,Purple Grape,Tangy Lime,Cinnamon Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7105,A1,Urban,Male,26-40,Crispy Peppermint,Melon Fresh,Wintergreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7106,A1,Rural,Female,26-40,Ruby Berry,Cinnamon Flame,Tropical Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7107,A1,Urban,Female,26-40,Citrus Burst,Melon Fresh,Minty Watermelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7108,A1,Urban,Male,18-25,Wintergreen,Coffee,Purple Grape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7109,A3,Urban,Female,18-25,Bright Spearmint,Melon Fresh,Minty Watermelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7110,A4,Rural,Male,41,Ruby Berry,Minty Watermelon,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7111,A2,Urban,Male,26-40,Berry Ice,Tropical Punch,Tangy Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7112,A1,Rural,Male,26-40,Wintergreen,Tropical Punch,Melon Fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113,A3,Rural,Male,41,Tangy Lime,Citrus Burst,Purple Grape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7114,A2,Urban,Male,18-25,Arctic Peppermint,Zesty Orange,Fresh Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7115,A1,Urban,Female,26-40,Tangy Lime,Melon Fresh,Icy Berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7116,A1,Rural,Male,18-25,Citrus Burst,Cinnamon,Tropical Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7117,A3,Urban,Male,18-25,Wintergreen,Tropical Mango,Tropical Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7118,A3,Urban,Male,41,Tropical Punch,Mango Flame,Cinnamon Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7119,A4,Urban,Male,18-25,Cinnamon Flame,Zesty Lime,Black Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7120,A3,Urban,Male,18-25,Peppermint Storm,Creamy Latte,Wintergreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7121,A3,Rural,Male,26-40,Tropical Mango,Arctic Peppermint,Cinnamon Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7122,A2,Urban,Male,18-25,Purple Grape,Mango Flame,Cinnamon Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7123,A4,Rural,Male,26-40,Citrus Burst,Purple Grape,Cinnamon Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7124,A1,Urban,Female,26-40,Berry Ice,Melon Fresh,Tangy Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7125,A1,Urban,Male,26-40,Tropical Punch,Berry Ice,Creamy Latte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7126,A2,Urban,Male,26-40,Coffee,Zesty Orange,Wintergreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7127,A2,Rural,Female,26-40,Bright Spearmint,Crispy Peppermint,Strawberry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7128,A2,Urban,Male,41,Coffee,Cinnamon,Black Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7129,A1,Rural,Female,18-25,Wintergreen,Coffee,Tropical Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7130,A1,Urban,Male,41,Cinnamon,Bright Spearmint,Smart Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7131,A2,Rural,Male,26-40,Cinnamon Flame,Ruby Berry,Crispy Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7132,A4,Rural,Male,26-40,Berry Ice,Purple Grape,Black Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7133,A4,Rural,Female,26-40,Wintergreen,Minty Watermelon,Citrus Burst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7134,A4,Rural,Female,18-25,Purple Grape,Arctic Peppermint,Icy Berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7135,A1,Urban,Male,26-40,Creamy Latte,Arctic Peppermint,Melon Fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7136,A4,Urban,Female,18-25,Ruby Berry,Smart Mint,Crispy Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7137,A1,Rural,Female,41,Ruby Berry,Coco,Mango Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7138,A3,Rural,Female,18-25,Melon Fresh,Black Cherry,Tangy Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7139,A4,Rural,Male,18-25,Minty Watermelon,Purple Grape,Crispy Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7140,A3,Rural,Male,18-25,Tangy Lime,Arctic Peppermint,Ruby Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7141,A2,Urban,Male,18-25,Tropical Punch,Purple Grape,Fresh Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7142,A1,Urban,Female,41,Peppermint,Coffee,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7143,A4,Urban,Female,26-40,Tangy Lime,Tropical Punch,Tropical Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7144,A3,Rural,Female,26-40,Bright Spearmint,Tropical Punch,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7145,A2,Rural,Male,26-40,Strawberry Ice,Bright Spearmint,Minty Lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7146,A3,Rural,Male,41,Cinnamon Flame,Cinnamon,Arctic Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7147,A1,Urban,Male,26-40,Icy Berries,Bright Spearmint,Minty Lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7148,A1,Rural,Female,41,Strawberry Ice,Berry Ice,Crispy Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7149,A4,Urban,Male,26-40,Arctic Peppermint,Tangy Lime,Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7150,A4,Rural,Male,26-40,Mango Flame,Tropical Punch,Minty Watermelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7151,A2,Urban,Female,26-40,Coco,Coffee,Bright Spearmint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7152,A3,Rural,Female,18-25,Icy Berries,Citrus Burst,Zesty Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7153,A2,Rural,Male,41,Minty Lemon,Smart Mint,Berry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7154,A3,Rural,Male,18-25,Crispy Peppermint,Tropical Mango,Smart Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7155,A2,Urban,Male,26-40,Arctic Peppermint,Ruby Berry,Mango Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7156,A4,Rural,Male,41,Minty Lemon,Purple Grape,Icy Berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7157,A2,Rural,Female,26-40,Tangy Lime,Coco,Citrus Burst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7158,A2,Rural,Female,18-25,Tropical Ice,Coffee,Zesty Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7159,A1,Urban,Male,41,Creamy Latte,Ruby Berry,Arctic Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7160,A2,Urban,Male,18-25,Purple Grape,Ruby Berry,Melon Fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7161,A4,Urban,Male,18-25,Smart Mint,Tropical Mango,Creamy Latte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7162,A3,Rural,Male,41,Coco,Strawberry Ice,Icy Berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7163,A2,Urban,Female,18-25,Coco,Berry Ice,Fresh Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7164,A1,Urban,Male,26-40,Melon Fresh,Strawberry Ice,Bright Spearmint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7165,A4,Rural,Male,26-40,Crispy Peppermint,Ruby Berry,Peppermint Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7166,A4,Urban,Male,18-25,Zesty Orange,Arctic Peppermint,Peppermint Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7167,A1,Urban,Male,26-40,Minty Lemon,Coco,Crispy Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7168,A2,Rural,Male,26-40,Minty Watermelon,Smart Mint,Bright Spearmint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7169,A3,Urban,Male,18-25,Crispy Peppermint,Purple Grape,Arctic Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7170,A1,Rural,Male,26-40,Cinnamon,Coco,Peppermint Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7171,A2,Urban,Female,18-25,Tropical Mango,Zesty Lime,Cinnamon Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7172,A1,Urban,Male,26-40,Crispy Peppermint,Tangy Lime,Bright Spearmint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7173,A1,Rural,Male,41,Fresh Classic,Ruby Berry,Creamy Latte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7174,A3,Urban,Male,26-40,Minty Watermelon,Icy Berries,Cinnamon Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7175,A4,Urban,Male,26-40,Black Cherry,Coffee,Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7176,A1,Urban,Female,18-25,Coco,Zesty Lime,Tropical Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7177,A1,Urban,Male,26-40,Cinnamon Flame,Wintergreen,Coco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7178,A3,Rural,Female,18-25,Arctic Peppermint,Mango Flame,Tropical Mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7179,A2,Urban,Male,26-40,Coco,Bright Spearmint,Icy Berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7180,A4,Rural,Male,41,Smart Mint,Cinnamon Flame,Strawberry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7181,A4,Urban,Male,26-40,Peppermint,Peppermint Storm,Arctic Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7182,A3,Urban,Male,26-40,Tropical Ice,Tangy Lime,Peppermint Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7183,A3,Urban,Male,26-40,Mango Flame,Smart Mint,Wintergreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7184,A4,Rural,Male,41,Berry Ice,Tangy Lime,Tropical Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7185,A3,Rural,Male,26-40,Melon Fresh,Cinnamon Flame,Tropical Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7186,A2,Rural,Female,26-40,Cinnamon Flame,Purple Grape,Berry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7187,A2,Rural,Male,26-40,Tangy Lime,Zesty Orange,Peppermint Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7188,A3,Urban,Female,41,Cinnamon,Tropical Punch,Ruby Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7189,A1,Rural,Female,41,Cinnamon,Tangy Lime,Zesty Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7190,A3,Rural,Male,26-40,Ruby Berry,Fresh Classic,Tropical Mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7191,A1,Rural,Male,41,Minty Watermelon,Cinnamon Flame,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7192,A3,Rural,Male,41,Peppermint Storm,Bright Spearmint,Purple Grape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7193,A2,Urban,Female,41,Zesty Lime,Coffee,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7194,A4,Urban,Female,18-25,Wintergreen,Crispy Peppermint,Peppermint Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7195,A3,Rural,Female,41,Berry Ice,Peppermint,Zesty Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7196,A2,Rural,Male,18-25,Ruby Berry,Arctic Peppermint,Fresh Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7197,A3,Rural,Female,41,Peppermint,Cinnamon,Smart Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7198,A2,Urban,Male,26-40,Mango Flame,Tropical Ice,Smart Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7199,A3,Rural,Female,18-25,Zesty Lime,Citrus Burst,Zesty Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7200,A2,Rural,Male,26-40,Minty Lemon,Zesty Lime,Crispy Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7201,A2,Rural,Male,26-40,Citrus Burst,Peppermint,Berry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7202,A2,Rural,Male,41,Crispy Peppermint,Berry Ice,Peppermint Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7203,A4,Rural,Male,18-25,Tropical Punch,Bright Spearmint,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7204,A4,Rural,Male,41,Black Cherry,Tropical Ice,Purple Grape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7205,A1,Urban,Female,18-25,Minty Lemon,Citrus Burst,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7206,A3,Urban,Male,18-25,Arctic Peppermint,Coffee,Tropical Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7207,A2,Urban,Male,41,Cinnamon,Tropical Mango,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7208,A3,Rural,Male,18-25,Tropical Ice,Purple Grape,Minty Lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7209,A4,Urban,Female,26-40,Smart Mint,Icy Berries,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7210,A2,Urban,Female,26-40,Minty Watermelon,Tangy Lime,Berry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7211,A2,Rural,Male,41,Berry Ice,Ruby Berry,Mango Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7212,A4,Rural,Male,26-40,Tropical Punch,Smart Mint,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7213,A1,Rural,Male,18-25,Mango Flame,Peppermint Storm,Ruby Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7214,A4,Urban,Male,26-40,Tropical Punch,Creamy Latte,Berry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7215,A1,Rural,Male,26-40,Zesty Orange,Crispy Peppermint,Mango Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7216,A2,Rural,Female,18-25,Zesty Orange,Peppermint Storm,Bright Spearmint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7217,A1,Rural,Female,18-25,Cinnamon,Zesty Lime,Minty Watermelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7218,A2,Urban,Female,41,Tropical Ice,Coffee,Cinnamon Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7219,A4,Urban,Female,26-40,Tropical Punch,Zesty Orange,Citrus Burst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7220,A2,Rural,Male,41,Tropical Mango,Creamy Latte,Cinnamon Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7221,A2,Rural,Male,41,Minty Lemon,Ruby Berry,Creamy Latte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7222,A2,Rural,Male,18-25,Minty Watermelon,Cinnamon Flame,Tropical Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7223,A1,Urban,Female,18-25,Zesty Lime,Wintergreen,Strawberry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7224,A2,Urban,Male,26-40,Coffee,Melon Fresh,Zesty Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7225,A1,Urban,Male,18-25,Arctic Peppermint,Citrus Burst,Fresh Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7226,A4,Rural,Male,26-40,Mango Flame,Creamy Latte,Peppermint Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7227,A2,Urban,Female,18-25,Minty Lemon,Crispy Peppermint,Smart Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7228,A2,Urban,Female,26-40,Tropical Punch,Black Cherry,Fresh Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7229,A1,Urban,Female,41,Tropical Mango,Zesty Lime,Black Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7230,A2,Rural,Female,26-40,Zesty Orange,Ruby Berry,Black Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7231,A1,Rural,Female,18-25,Peppermint,Zesty Lime,Mango Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7232,A4,Rural,Male,41,Minty Watermelon,Arctic Peppermint,Tangy Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7233,A4,Urban,Male,18-25,Minty Watermelon,Mango Flame,Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7234,A3,Urban,Male,26-40,Coffee,Tropical Ice,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7235,A1,Urban,Male,18-25,Ruby Berry,Fresh Classic,Creamy Latte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7236,A1,Rural,Female,41,Ruby Berry,Zesty Orange,Strawberry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7237,A3,Urban,Female,26-40,Minty Lemon,Zesty Lime,Icy Berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7238,A2,Rural,Male,26-40,Black Cherry,Cinnamon,Cinnamon Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7239,A4,Urban,Male,18-25,Strawberry Ice,Creamy Latte,Coco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7240,A4,Urban,Male,41,Arctic Peppermint,Creamy Latte,Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7241,A4,Rural,Female,41,Arctic Peppermint,Citrus Burst,Black Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7242,A4,Urban,Male,18-25,Tropical Punch,Creamy Latte,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7243,A3,Rural,Male,18-25,Tropical Ice,Bright Spearmint,Fresh Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7244,A3,Urban,Female,26-40,Zesty Orange,Melon Fresh,Cinnamon Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7245,A4,Rural,Male,18-25,Black Cherry,Cinnamon,Fresh Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7246,A1,Urban,Female,18-25,Melon Fresh,Zesty Orange,Citrus Burst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7247,A3,Urban,Female,26-40,Smart Mint,Purple Grape,Citrus Burst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7248,A3,Urban,Male,18-25,Arctic Peppermint,Icy Berries,Berry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7249,A4,Rural,Male,18-25,Berry Ice,Crispy Peppermint,Mango Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7250,A3,Urban,Male,18-25,Minty Lemon,Ruby Berry,Minty Watermelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7251,A3,Rural,Male,26-40,Icy Berries,Tropical Mango,Purple Grape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7252,A1,Rural,Male,26-40,Melon Fresh,Cinnamon,Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7253,A2,Rural,Female,18-25,Black Cherry,Coffee,Wintergreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7254,A3,Urban,Female,26-40,Creamy Latte,Berry Ice,Tropical Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7255,A1,Rural,Female,18-25,Minty Lemon,Ruby Berry,Zesty Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7256,A4,Rural,Female,41,Minty Lemon,Coffee,Arctic Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
